,name,profile,decklist,wins,winsSwiss,winsBracket,winRate,winRateSwiss,winRateBracket,draws,losses,lossesSwiss,lossesBracket,standing,colorID,commander,tournamentName,dateCreated,drawsSwiss
230,James Nesbitt,TVwqBzFl8AbfrRlcISkJLFSZWE32,https://www.moxfield.com/decks/kaVcTcvlWk2WkUXe2VE5Cw,4,3,1.0,0.5714285714285714,0.6,0.5,2,1,0,1.0,2,WUBRG,"Jenson Carthalion, Druid Exile",Mox Masters February 23,1677333600,
231,Memo,zKyCJfngL1fcU0lviMLVga1ugD83,https://www.moxfield.com/decks/9DWfnu1HA0WhrYs4PGDHyg,3,2,1.0,0.42857142857142855,0.4,0.5,3,1,0,1.0,3,WUBRG,"Najeela, the Blade-Blossom",Mox Masters February 23,1677333600,
232,Kaleb Simmons,coPFDK31yJOpDP89WGjkO9su0EJ2,https://www.moxfield.com/decks/tYDAFCuxnkGUJyO3pNP7uA,3,2,1.0,0.42857142857142855,0.4,0.5,2,2,1,1.0,4,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",Mox Masters February 23,1677333600,
233,daniel brown,aH1nEQSpxUfbU5Dtpa6GCw47Epf2,https://www.moxfield.com/decks/T83jvP3zXEWnmWVVz9JXNg,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,5,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Mox Masters February 23,1677333600,
234,jayden osinchuk,Ye6a9FxVvbTPCbKDdLZ42Crfv2t1,https://www.moxfield.com/decks/PD44FIlu8UOFMrgI_fLxfw,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,6,UG,"Kinnan, Bonder Prodigy",Mox Masters February 23,1677333600,
235,Dawson Brown,ugYt89P0ydWuJnbUv9odH7A6Al03,https://www.moxfield.com/decks/_VprgIu2mEWBeeFN-fEqrw,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,7,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",Mox Masters February 23,1677333600,
236,Brahma Heitz,bOR7D3O2HdQE4absttkR9g2beo83,https://www.moxfield.com/decks/yHlDNebWR02b0bVEH7Ub-Q,2,2,0.0,0.3333333333333333,0.4,0.0,3,1,0,1.0,8,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",Mox Masters February 23,1677333600,
237,Bailey Abner,2jcFzCFtHwh3e3E7e5DWttHttOp1,https://www.moxfield.com/decks/h77r9Q2ks0Si0Y63wAnr6g,2,2,0.0,0.3333333333333333,0.4,0.0,3,1,0,1.0,9,WUB,"Tivit, Seller of Secrets",Mox Masters February 23,1677333600,
238,Justin LaBorde,ZmUGcnfvvqf00bS6eURpjxgwqRl2,https://www.moxfield.com/decks/eCM12mbZGkSUUWPiTTtFEg,2,2,0.0,0.3333333333333333,0.4,0.0,3,1,0,1.0,10,WUB,"Tivit, Seller of Secrets",Mox Masters February 23,1677333600,
239,Matthew Pavone,lCHFsdijNud9pD2X5mPw6MEPEXY2,https://www.moxfield.com/decks/uQklt3fpDkqcXo8TktfmEA,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,11,WUBRG,"Sisay, Weatherlight Captain",Mox Masters February 23,1677333600,
240,Mitchell Stephenson,AdS22lj7RkXTAKt5nQ1hr7iQ3ok1,https://www.moxfield.com/decks/YbUiKPo6RU-WaXWE84cbpA,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,12,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters February 23,1677333600,
241,Ian Flannery,GHPNb0E7DnWMVIsJIhYSXre58rB3,https://www.moxfield.com/decks/9-wkJfHlgEGFhhYHAgJRWg,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,13,UG,"Kinnan, Bonder Prodigy",Mox Masters February 23,1677333600,
242,Nate Woods ,gyNP2hTKYRZakpK6GSPWCHV4yn73,https://www.moxfield.com/decks/dssHVEGE5k6TllLzo2GarA,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,14,WRG,"Rocco, Cabaretti Caterer",Mox Masters February 23,1677333600,
243,Tuukka Leppänen,VOJ3NgDF1dT4eyFUWblKYvTsPgp1,https://www.moxfield.com/decks/-uVUXGgSyEWfCu_pZkjBxQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,15,WBG,"Tayam, Luminous Enigma",Mox Masters February 23,1677333600,
244,Jacob Racette Herrin,bVZhphEyw8ZBm6AoHpoNlTmMNim2,https://www.moxfield.com/decks/IkB2SAuQcUKThh3l72HM0Q,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,16,WUBG,"Atraxa, Grand Unifier",Mox Masters February 23,1677333600,
245,Mike saad,367NyT1qjbcttMIvoIle8mqPTC82,https://www.moxfield.com/decks/uJO0duH9eUqoLhz7dqoGWg,5,3,2.0,0.625,0.5,1.0,2,1,1,0.0,1,WR,"Winota, Joiner of Forces",Punt City,1661608800,
246,Matthew Reitler,Lid1dsJgV2eNVvr5lnF0HcZhdtv1,https://www.moxfield.com/decks/WepnTi1zOUeHKY7h5zu25A,5,4,1.0,0.625,0.6666666666666666,0.5,1,2,1,1.0,2,U,"Urza, Lord High Artificer",Punt City,1661608800,
247,Kristopher Lagreca,HN6gu4x8gBYZMd7nOmmp0CYwMEj2,https://www.moxfield.com/decks/_bmk5k_vnUCQrUEdQK2t8w,4,3,1.0,0.5,0.5,0.5,2,2,1,1.0,3,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Punt City,1661608800,
248,Charles Zhuang,osXvOC9B4ub6l8299CnCpaXCL8l2,https://www.moxfield.com/decks/TRoi0N0Vu0iBHth_bJVjsw,4,3,1.0,0.5,0.5,0.5,1,3,2,1.0,4,W,"Ao, the Dawn Sky",Punt City,1661608800,
249,Alana Kecskes,VZ8TVC05ONREN0arwTN14LPQ4JF2,https://www.moxfield.com/decks/8vb-2YoNjEOijKAdmC_7FQ,4,4,0.0,0.5714285714285714,0.6666666666666666,0.0,2,1,0,1.0,5,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Punt City,1661608800,
250,Ian Flannery,GHPNb0E7DnWMVIsJIhYSXre58rB3,https://www.moxfield.com/decks/gCNqUy0xx0ewFqNpIyUWdg,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,6,WR,"Winota, Joiner of Forces",Punt City,1661608800,
251,Khawaja A Hameed,JxoEDGUBRfQ3QnI8asDZUz3skc02,https://www.moxfield.com/decks/5sPjvHyzrkeUfQyqN6DqCw,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,7,WUB,"Yennett, Cryptic Sovereign",Punt City,1661608800,
252,Josh LeBlanc,sH7v3IfEphdsjmXTUEnkDFvspn72,https://www.moxfield.com/decks/_uLEch35YUugfPRg4AsC5w,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,8,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",Punt City,1661608800,
253,Ben Loeb,VbHhUmNCVwQ1pkqvCf9BUIvBilO2,https://www.moxfield.com/decks/LvX86uPuNUai_jGJWNiaiA,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,9,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",Punt City,1661608800,
254,Tony Parks,c90oWwRPJFcb9oP5aCcyjvjUf4y1,https://www.moxfield.com/decks/h2uxyCc2iEK915R0AW3tSw,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,10,WRG,"Rocco, Cabaretti Caterer",Punt City,1661608800,
255,Michael Punj,l8Qlt59xsyRiZDY826Yzp6tRZW73,https://www.moxfield.com/decks/8jX693aSJkObZX-UY_2XvQ,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,11,WUR,"Bruse Tarl, Boorish Herder / Malcolm, Keen-Eyed Navigator",Punt City,1661608800,
256,Charles Magyar,qQIC72hdTrQKLDwrykQpsx5ZGFv2,https://www.moxfield.com/decks/vyElOX1l6ECzJWxqlmETcA,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,12,UR,"Jhoira, Weatherlight Captain",Punt City,1661608800,
257,Corey Lorentzen,QfK9tu5fO9caPn0JxrYEH2LwDvk1,https://www.moxfield.com/decks/E7C2AtHoGke2ulXKGO8XVg,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,13,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Punt City,1661608800,
258,Emmett McCleary,JtFzYYRd65VPYcAQZpMra8r2RRX2,https://www.moxfield.com/decks/bPudQEBo2EGN3DHgyQ82cA,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,14,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Punt City,1661608800,
259,Charles Cless,CF38NxuuxSOio1VRSwDkq3etxrv2,https://www.moxfield.com/decks/IQ123aUx3UiMZxDX_7TEdA,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,15,WUBRG,"Najeela, the Blade-Blossom",Punt City,1661608800,
260,James Nesbitt,TVwqBzFl8AbfrRlcISkJLFSZWE32,https://www.moxfield.com/decks/uIr3OBqPn0OWKVnoR2HAvQ,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,16,W,"Teshar, Ancestor's Apostle",Punt City,1661608800,
261,William Smith,BBJyCltMHVfJhLNMg2PfoxPETsd2,https://www.moxfield.com/decks/tpkgxffnT0eEVL_9N4mZAQ,2,2,0.0,0.4,0.4,,0,3,3,0.0,11,WR,"Winota, Joiner of Forces",Punt City,1661608800,
262,Michael Punj,l8Qlt59xsyRiZDY826Yzp6tRZW73,https://www.moxfield.com/decks/8jX693aSJkObZX-UY_2XvQ,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,12,WUR,"Bruse Tarl, Boorish Herder / Malcolm, Keen-Eyed Navigator",Punt City,1661608800,
263,Charles Magyar,qQIC72hdTrQKLDwrykQpsx5ZGFv2,https://www.moxfield.com/decks/vyElOX1l6ECzJWxqlmETcA,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,13,UR,"Jhoira, Weatherlight Captain",Punt City,1661608800,
264,Corey Lorentzen,QfK9tu5fO9caPn0JxrYEH2LwDvk1,https://www.moxfield.com/decks/E7C2AtHoGke2ulXKGO8XVg,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,14,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Punt City,1661608800,
265,Emmett McCleary,JtFzYYRd65VPYcAQZpMra8r2RRX2,https://www.moxfield.com/decks/bPudQEBo2EGN3DHgyQ82cA,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,15,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Punt City,1661608800,
266,Charles Cless,CF38NxuuxSOio1VRSwDkq3etxrv2,https://www.moxfield.com/decks/IQ123aUx3UiMZxDX_7TEdA,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,16,WUBRG,"Najeela, the Blade-Blossom",Punt City,1661608800,
267,P. Macaya ,c0brYInLv6QFQJySLOvGBCAukbL2,https://www.moxfield.com/decks/NUE7C6iJPEKcZEN7bSScWA,4,3,1.0,0.6666666666666666,0.6,1.0,1,1,1,0.0,1,WUR,"Narset, Enlightened Master",cEDH RBP 18 de MARZO,1678991637,
268,Gabo Contreras,sefH9xo4iUcwkZGZNDsUCJb1U4t1,https://www.moxfield.com/decks/WC7hqEi_4ky0k_CCJQRxiA,4,4,0.0,0.6666666666666666,0.8,0.0,0,2,1,1.0,2,WUBRG,"Najeela, the Blade-Blossom",cEDH RBP 18 de MARZO,1678991637,
269,Roncho culiao,LWPE7jZ2bQNppMWcJFDtq7WKfnt1,https://www.moxfield.com/decks/8YIRppMVA0iSCXuOJmuYvQ,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,3,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",cEDH RBP 18 de MARZO,1678991637,
270,Tito,8Yy4zCSlotVMmydLZJe66Vd0BPC3,https://www.moxfield.com/decks/cYPKQifgjUCAv3jsUJ5JPQ,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,4,WRG,"Minsc, Beloved Ranger",cEDH RBP 18 de MARZO,1678991637,
271,Israel Valdebenito ,hd0oZBouHuTDQd44WcDEYNpmFs03,https://www.moxfield.com/decks/qCuUr1lkA0-z0q4RRjLEuA,3,3,0.0,0.6,0.6,,0,2,2,0.0,5,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",cEDH RBP 18 de MARZO,1678991637,
272,Italo Muñoz Rebolledo,Pz80YzTrpGRf52CmqCQlgnGLq6r1,https://www.moxfield.com/decks/6vLTtOnlP06PEVnOXzY_SQ,2,2,0.0,0.4,0.4,,0,3,3,0.0,6,WBR,"Rograkh, Son of Rohgahh / Tymna the Weaver",cEDH RBP 18 de MARZO,1678991637,
273,Gabriel Robles Abarca,i6GJlMhoX9PEzQ3kYbXekKYxNJu1,https://www.moxfield.com/decks/r77bmUG7pkyUllgU8HtEVw,2,2,0.0,0.4,0.4,,0,3,3,0.0,7,BRG,"Korvold, Fae-Cursed King",cEDH RBP 18 de MARZO,1678991637,
274,Matias Caceres,uTjklsKSsWWfF8PNEP06fYVaIjV2,https://www.moxfield.com/decks/b6DVBdThjkyFBSbxJesaNw,2,2,0.0,0.4,0.4,,0,3,3,0.0,8,BRG,"Korvold, Fae-Cursed King",cEDH RBP 18 de MARZO,1678991637,
275,Cristian Prado ,HaOQ1465OdhKE7jG04uxHw8WbCq2,https://www.moxfield.com/decks/QHRGM5palUma_Z1ruikpig,2,2,0.0,0.4,0.4,,0,3,3,0.0,9,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",cEDH RBP 18 de MARZO,1678991637,
276,Cesar zambrano,dYOsZ73qCXas0mHyLfvr3mCNGfC2,https://www.moxfield.com/decks/VFOAOo3VqkqntVjwvzDKNQ,2,2,0.0,0.4,0.4,,0,3,3,0.0,10,WRG,"Rocco, Cabaretti Caterer",cEDH RBP 18 de MARZO,1678991637,
277,Cristian Illanes Cartes,a93bS9opxySwhdydHP9SFOPQ52C3,https://www.moxfield.com/decks/UvERTKuhMUm_ojOUbtbcDg,2,2,0.0,0.4,0.4,,0,3,3,0.0,11,UG,"Kinnan, Bonder Prodigy",cEDH RBP 18 de MARZO,1678991637,
278,René Varas,D2oUbB47NVXlulIlf4TuxKJTOk82,https://www.moxfield.com/decks/AcJaLTZ510mNH99UBXGJyg,2,2,0.0,0.4,0.4,,0,3,3,0.0,12,WBRG,"Tana, the Bloodsower / Tymna the Weaver",cEDH RBP 18 de MARZO,1678991637,
279,Juan valdes,hj7NDPd2G3TV8OfRFRqQ04KcStw2,https://www.moxfield.com/decks/-p7pKlkuyky9Nxz8hnZanA,1,1,0.0,0.2,0.2,,2,2,2,0.0,13,UG,"Kinnan, Bonder Prodigy",cEDH RBP 18 de MARZO,1678991637,
280,Roberto Vergara Baldecchi,GPgi12oYjuM3OIIku1znbP06l9B2,https://www.moxfield.com/decks/0n7iYiVLz0WhsUrM6Jkflg,1,1,0.0,0.2,0.2,,2,2,2,0.0,14,WUBRG,"Sisay, Weatherlight Captain",cEDH RBP 18 de MARZO,1678991637,
281,Edgar garcilazo ,QlyFnRn8xyYob5HySh0fuDqOOPv2,https://www.moxfield.com/decks/fN-UnC9VbUayKTiaww1pOw,1,1,0.0,0.2,0.2,,2,2,2,0.0,15,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",cEDH RBP 18 de MARZO,1678991637,
282,Rodrigo Alcántara,zeipf20afLSQjqTMnKQuX3z2Qgs1,https://www.moxfield.com/decks/sp3U2R79MUGaN2Nc-kRg-A,1,1,0.0,0.2,0.2,,1,3,3,0.0,16,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",cEDH RBP 18 de MARZO,1678991637,
283,Jonas Williams,4NQ3958v3xWLHfqnkxNjyGtAnw33,https://www.moxfield.com/decks/BNyV4FbZY0Gh44vU7zk-sQ,4,2,2.0,0.6666666666666666,0.5,1.0,1,1,1,0.0,1,WG,Captain Sisay,ka0s 7,1679105078,
284,James Scanlan,81XYfKHjlkd09Fl0F6oNWverRmn1,https://www.moxfield.com/decks/VQEtiganQ0emKlaZM5S9Bg,3,2,1.0,0.5,0.5,0.5,1,2,1,1.0,2,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",ka0s 7,1679105078,
285,A.D Brown,0cyGoosf2NVmtYKfHCkudTHYlcm2,https://www.moxfield.com/decks/ts62_apE30u1FbspjFX-rA,3,2,1.0,0.5,0.5,0.5,0,3,2,1.0,3,WUBG,"Atraxa, Grand Unifier",ka0s 7,1679105078,
286,sevenzx,e58lbgmAAIRs6DSXRejeRDKyJiJ3,https://www.moxfield.com/decks/MWzCiPfIZE6PNeXqeYEVWw,3,2,1.0,0.5,0.5,0.5,0,3,2,1.0,4,UB,"Toxrill, the Corrosive",ka0s 7,1679105078,
287,Brahma Heitz,bOR7D3O2HdQE4absttkR9g2beo83,https://www.moxfield.com/decks/DR4Dsu_8AkSw5gICt8QUow,2,2,0.0,0.4,0.5,0.0,2,1,0,1.0,5,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",ka0s 7,1679105078,
288,Giorgio Viacava,l73Afz3r7gRLzOBBt0fFwcfIGqz1,https://www.moxfield.com/decks/AVOdrh3BO0m3YHIJs0Qykg,1,1,0.0,0.25,0.3333333333333333,0.0,1,2,1,1.0,6,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",ka0s 7,1679105078,
289,Liquimetal Cody,AVVkv7WoHhQHeFyUe9DZBct8Cul1,https://www.moxfield.com/decks/EFlHGiv9TEijNxLNuEh0Wg,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,7,UBG,"Tasigur, the Golden Fang",ka0s 7,1679105078,
290,Will Matson,tu7zohQzTfScNGtrXUxRp3yMY9t2,https://www.moxfield.com/decks/1ti8IWLKQUu532yglDsQHQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,8,WBR,"Jeska, Thrice Reborn / Tymna the Weaver",ka0s 7,1679105078,
291,Flavio Vinicius Araujo Reis,FHaqMdiP62VVUpJgr99OSMteD362,https://www.moxfield.com/decks/gHHrxGhShUmX1cxLEEnYvA,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,9,WUBRG,The First Sliver,ka0s 7,1679105078,
292,John A Rivera,FL1JaUUKJiYqdxobUNnZjy7q7PB2,https://www.moxfield.com/decks/1uf--bv4i0mcfhSL-OeQWw,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,10,UR,"Malcolm, Keen-Eyed Navigator / Rograkh, Son of Rohgahh",ka0s 7,1679105078,
293,PingMeisterPong,yUdAjcbf0dSfHdHNDsSxStfhbNo2,https://www.moxfield.com/decks/Ivr0j6ozM0C9HpAQM5AUKg,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,11,UG,"Kinnan, Bonder Prodigy",ka0s 7,1679105078,
294,Alexi Péloquin,3zhYGJ3J67SqToKaw9f6kQsNpnb2,https://www.moxfield.com/decks/Z2Bv1tJj7EKMqWGKgbeygQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,12,WRG,"Rocco, Cabaretti Caterer",ka0s 7,1679105078,
295,zenon,72JACtm8T9WuDEnoYTJsKsz9dyp2,https://www.moxfield.com/decks/sl9Cvrmud0yh4-_OzRR__A,1,1,0.0,0.25,0.3333333333333333,0.0,0,3,2,1.0,13,G,"Yisan, the Wanderer Bard",ka0s 7,1679105078,
296,Marc Gómez,X3EshfvZboY7vSjVQ5ZIMWdTGeE3,https://www.moxfield.com/decks/JJzPZCSbsUKkPAmadbXs4w,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,14,WUBRG,"Najeela, the Blade-Blossom",ka0s 7,1679105078,
297,Mariano Rivero,61bFWINYLIYQsaF6bo4t2SURRP12,https://www.moxfield.com/decks/6-7BEFDVO0yeMIFhHTXMug,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,15,UBR,Abaddon the Despoiler,ka0s 7,1679105078,
298,Daniel Bell,B8dWL8PVwqSJklNTkwRhXQfLgut2,https://www.moxfield.com/decks/UA6UnqXj902nhUpL-LuaxA,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,16,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",ka0s 7,1679105078,
299,Evan Pierce,KJt7qzKAWdfwpZb9b5u9TJSr5z43,https://www.moxfield.com/decks/Bqb-a5qD50K3T53oqT8gbA,6,4,2.0,0.8571428571428571,0.8,1.0,0,1,1,0.0,1,URG,"Dargo, the Shipwrecker / Thrasios, Triton Hero",Mox Masters March 23,1679144400,
300,Ian Flannery,GHPNb0E7DnWMVIsJIhYSXre58rB3,https://www.moxfield.com/decks/YBufPv91jUKtUXv_HqG9Rg,4,3,1.0,0.5714285714285714,0.6,0.5,1,2,1,1.0,2,UG,"Kinnan, Bonder Prodigy",Mox Masters March 23,1679144400,
301,Jeremy Rowe,AWmEKA8QiChZjyLWgmSLOpygck92,https://www.moxfield.com/decks/2lY82puPUky_isS9Ly8viQ,4,3,1.0,0.5714285714285714,0.6,0.5,0,3,2,1.0,3,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters March 23,1679144400,
302,William McCall ,eTjiW5cracgnEtiPCDxOgo9sf0z2,https://www.moxfield.com/decks/s2AlkXiGVEaCgwzAec_Q_A,4,3,1.0,0.5714285714285714,0.6,0.5,0,3,2,1.0,4,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters March 23,1679144400,
303,Luis,DeNZl8ItFlXgp3OPs6Dn9f0uL4F3,https://www.moxfield.com/decks/mfuwwAOEOEitwzWTaqJ6Aw,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,5,UG,"Edric, Spymaster of Trest",Mox Masters March 23,1679144400,
304,Justin LaBorde,ZmUGcnfvvqf00bS6eURpjxgwqRl2,https://www.moxfield.com/decks/WCfqb-0hWE6JCu_vodCH6g,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,6,WUB,"Tivit, Seller of Secrets",Mox Masters March 23,1679144400,
305,Noah Coleman,jZPBCm7wXMQex6D41eWjykGfDWw1,https://www.moxfield.com/decks/zhWenWDjYE2ojJziBhdUmA,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,7,WRG,"Rocco, Cabaretti Caterer",Mox Masters March 23,1679144400,
306,Collin Merritt Coon,YbA7b8u4pYMnNqQ2uVtHSNGH3653,https://www.moxfield.com/decks/TzrbxRoj6kOyRC1sQ4hzFQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,8,UBG,"Tasigur, the Golden Fang",Mox Masters March 23,1679144400,
307,Jarrod Ator,aj6Mgd7kPGONELjFP2jKh5bgrFu2,https://www.moxfield.com/decks/xtKQYPhloE2fGD3Xe9Sg3Q,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,9,WUBRG,"Sisay, Weatherlight Captain",Mox Masters March 23,1679144400,
308,Rich Lisonbee,htXOSVp79rNgI2N55t8pJxSDpU13,https://www.moxfield.com/decks/PYdSzDTF_UW0r2Ql8kX-7g,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,10,WBRG,"Tana, the Bloodsower / Tymna the Weaver",Mox Masters March 23,1679144400,
309,AJ Milligan,8MSQpmO3hEfFGTdMf8B4s1CVDwk2,https://www.moxfield.com/decks/BoxDAlxjekqQH8U8LC_QDg,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,11,WUBRG,"Najeela, the Blade-Blossom",Mox Masters March 23,1679144400,
310,Sean Barmapov,CvvDwGm2xIMW9iuvHGwI0Dw3QU13,https://www.moxfield.com/decks/Swpcnk0PK0-S3xGsZAXgyQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,12,URG,"Dargo, the Shipwrecker / Thrasios, Triton Hero",Mox Masters March 23,1679144400,
311,Alana Kecskes,VZ8TVC05ONREN0arwTN14LPQ4JF2,https://www.moxfield.com/decks/2AocuDn_q0aDWPAV-h5vPQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,13,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters March 23,1679144400,
312,Tuomas Otto Leppänen,dHrdhTBtgBcQrbgfQgfSlBqEWfK2,https://www.moxfield.com/decks/a8aUz9bMcU6LXsp44Q9sFQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,14,WBG,"Tayam, Luminous Enigma",Mox Masters March 23,1679144400,
313,Travis Colledge,JsSmHon2B5Wcccv1reBprWaDPDf2,https://www.moxfield.com/decks/V0FvzqLQtUSxJFQebCoatA,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,15,URG,"Jeska, Thrice Reborn / Thrasios, Triton Hero",Mox Masters March 23,1679144400,
314,Corey hayslip,cX3m1sLR6WR3jjsOY4naL8b9LRP2,https://www.moxfield.com/decks/Yc7H3sOo_0GBmeVXTj6nRg,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,16,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters March 23,1679144400,
315,Brian Coval,4zyroYCoeUTtmaeWOyxprADZHcz1,https://www.moxfield.com/decks/7lmXtgIOIUyvxOf2FQmlZw,5,3,2.0,0.5555555555555556,0.42857142857142855,1.0,1,3,3,0.0,1,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Punt City 2,1679752800,
316,Malcolm Beckford,rOJ3OGx32dPJgZmtL2YGd66HhK12,https://www.moxfield.com/decks/HKelSLKTFEu3wmUx9W1SxA,5,4,1.0,0.5555555555555556,0.5714285714285714,0.5,2,2,1,1.0,2,WUBRG,"Sisay, Weatherlight Captain",Punt City 2,1679752800,
317,Connor Brooking,tKUojLsOUnYThUmgar7Q1W0dR4u2,https://www.moxfield.com/decks/WVDBjvrZ2UmOFLVuURbVuQ,5,4,1.0,0.5555555555555556,0.5714285714285714,0.5,1,3,2,1.0,3,BRG,"Dargo, the Shipwrecker / Ikra Shidiqi, the Usurper",Punt City 2,1679752800,
318,Mike saad,367NyT1qjbcttMIvoIle8mqPTC82,https://www.moxfield.com/decks/ADu-7fw78ECaN4uZH5W0BQ,5,4,1.0,0.5555555555555556,0.5714285714285714,0.5,0,4,3,1.0,4,WR,"Winota, Joiner of Forces",Punt City 2,1679752800,
319,Jason Qiu,wBIeTut9T0WLVTdmJTMFWNi8mNd2,https://www.moxfield.com/decks/z2IlxNjxMEeo19IYBmCzZw,6,6,0.0,0.75,0.8571428571428571,0.0,0,2,1,1.0,5,WUBRG,"Najeela, the Blade-Blossom",Punt City 2,1679752800,
320,Shauna Gilles,EaJZuZqFDQZs9wuEBcYHwVM1kpg2,https://www.moxfield.com/decks/eGgXR970skyQaoDELzJ2rQ,4,4,0.0,0.5,0.5714285714285714,0.0,0,4,3,1.0,6,UR,"Niv-Mizzet, Parun",Punt City 2,1679752800,
321,Evan Zeivel,kXilkvzgEiRxoWA32fy8quw8fBo2,https://www.moxfield.com/decks/qBp7qMMhk0CjDSRsZ83JNw,3,3,0.0,0.375,0.42857142857142855,0.0,2,3,2,1.0,7,URG,"Animar, Soul of Elements",Punt City 2,1679752800,
322,Bryant Cook,VXS3SCfP9YcCrOeN9XzZNVjbzwo2,https://www.moxfield.com/decks/EleBdvo1AUez1ZJGCfUzFg,3,3,0.0,0.375,0.42857142857142855,0.0,2,3,2,1.0,8,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Punt City 2,1679752800,
