,name,profile,decklist,wins,winsSwiss,winsBracket,winRate,winRateSwiss,winRateBracket,draws,losses,lossesSwiss,lossesBracket,standing,colorID,commander,tournamentName,dateCreated,drawsSwiss
93,Malik Mcdonald,yPZqnHADwxZnqT9GWUzKVGd3Je42,https://www.moxfield.com/decks/EGQfAmGjAUOeHCBWZASzEw,3,3,0.0,0.42857142857142855,0.5,0.0,2,2,1,1.0,6,WUBRG,"Kenrith, the Returned King",Silicon Dynasty,1673715600,
94,Nickolas Prado,jjl5anxyJya1gtYE21kDwLlzN7g1,https://www.moxfield.com/decks/KAEU1RgtekGuR18mpjCtLw,3,3,0.0,0.42857142857142855,0.5,0.0,2,2,1,1.0,7,UR,"Krark, the Thumbless / Sakashima of a Thousand Faces",Silicon Dynasty,1673715600,
95,Callahan Jones,Y9xM169SlOdgp5uJ9kJBvgIWDk03,https://www.moxfield.com/decks/VR4LYtU6_0Cd8LmsyizdaA,3,3,0.0,0.42857142857142855,0.5,0.0,2,2,1,1.0,8,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",Silicon Dynasty,1673715600,
96,Justin Hewitt,Ycuf3YSceDQ3VpeJLY8Kwbssepz1,https://www.moxfield.com/decks/SY4RVJUjmEWMEv995QJ4vw,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,9,UBR,"Inalla, Archmage Ritualist",Silicon Dynasty,1673715600,
97,Alana Kecskes,VZ8TVC05ONREN0arwTN14LPQ4JF2,https://www.moxfield.com/decks/xBAmdbU90E-GAUVseJPygg,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,10,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Silicon Dynasty,1673715600,
98,Ian Flannery,GHPNb0E7DnWMVIsJIhYSXre58rB3,https://www.moxfield.com/decks/5Iup4u0MeEWwutRl9xb7oQ,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,11,WUB,"Tivit, Seller of Secrets",Silicon Dynasty,1673715600,
99,Charles R Gonder,K87mU0cUtChdtpVvS3wtviIlsQ42,https://www.moxfield.com/decks/m0dTBWHwN0OHPBlTt4BxVw,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,12,WUBRG,"Najeela, the Blade-Blossom",Silicon Dynasty,1673715600,
100,Edward Siu,msCc7t3fj4biHnND7zDMUBUpk9o2,https://www.moxfield.com/decks/OkHrYyYfVkeZ0bzrgrIOpg,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,13,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Silicon Dynasty,1673715600,
101,Eric Palmer ,bS13q24hIBXlft8t7UU2e0KQ9Gx1,https://www.moxfield.com/decks/k5_ba6-WiUqnjLEnhvL4dw,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,14,URG,"Rograkh, Son of Rohgahh / Thrasios, Triton Hero",Silicon Dynasty,1673715600,
102,Alex Fraser,X3GStZbSjXTIg4T606BnsRHmcnF2,https://www.moxfield.com/decks/_3HeE_67FUmxlj2oFNnLsg,3,3,0.0,0.42857142857142855,0.5,0.0,1,3,2,1.0,15,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Silicon Dynasty,1673715600,
103,zachary fitrakis,KYar3vG9dYfLu594V84fnPuY8ii2,https://www.moxfield.com/decks/gX9zafkFNkaqzJcYDC2q6w,3,3,0.0,0.42857142857142855,0.5,0.0,0,4,3,1.0,16,R,"Slicer, Hired Muscle // Slicer, High-Speed Antagonist",Silicon Dynasty,1673715600,
104,Kevin Shew,IuIAllfZG9Vlav5RbEsmGACjkfE2,https://www.moxfield.com/decks/LaJVtLa-kUyMNoTM93IPBw,5,3,2.0,0.8333333333333334,0.75,1.0,0,1,1,0.0,1,WUBRG,"Najeela, the Blade-Blossom",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
105,Eric mattner,HEVippVXIQMlTzEqVWUXToX4Nn62,https://www.moxfield.com/decks/gzx4gHL980epFRY8NUWOQQ,4,3,1.0,0.6666666666666666,0.75,0.5,0,2,1,1.0,2,UBR,"Kraum, Ludevic's Opus / Tevesh Szat, Doom of Fools",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
106,Alexi Péloquin,3zhYGJ3J67SqToKaw9f6kQsNpnb2,https://www.moxfield.com/decks/ggRLgh0cr0OhQkVl6VSIZw,2,1,1.0,0.4,0.3333333333333333,0.5,1,2,1,1.0,3,WRG,"Rocco, Cabaretti Caterer",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
107,Memo,zKyCJfngL1fcU0lviMLVga1ugD83,https://www.moxfield.com/decks/aV4fKVMCM0KqW4meDv7QGQ,3,2,1.0,0.5,0.5,0.5,1,2,1,1.0,4,WUBRG,"Najeela, the Blade-Blossom",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
108,Dominic Fenton,2A215DF28AY4ISm086lipjcERPt1,https://www.moxfield.com/decks/PiYnwbdS1E-kegHJ3PUq6g,3,3,0.0,0.6,0.75,0.0,1,1,0,1.0,5,UBRG,"Ikra Shidiqi, the Usurper / Kraum, Ludevic's Opus",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
109,Erik Svensson,dR4LhO9OIJfyo1ZD1JcRTIgzDh63,https://www.moxfield.com/decks/pzM7JE83m0-IS7ISYsvmPA,2,2,0.0,0.5,0.6666666666666666,0.0,0,2,1,1.0,6,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
110,Angelic_Reaper#3212,cLrO9yzhO7bAQEI9VvXtrSWv6yI2,https://www.moxfield.com/decks/S9hTorHE1km24vtCBRpn3Q,3,3,0.0,0.6,0.75,0.0,0,2,1,1.0,7,WUG,"Derevi, Empyrial Tactician",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
111,Nick Pollard,LQudWfiSUJNYnhkIaS8njSHXkci1,https://www.moxfield.com/decks/BgGQk6JhBkq35Kz1UWaH4g,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,8,WUBR,"Cecily, Haunted Mage / Sophina, Spearsage Deserter",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
112,Larry Park,Nniy3VeJoedHlSXkgFBixS9HSgD3,https://www.moxfield.com/decks/aIJFeG7p5k6bllN83E9e_g,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,9,UBR,"Cormela, Glamour Thief",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
113,Strike_fury#4971,GnN4WQLALCOtb8qRTM9xaXRxria2,https://www.moxfield.com/decks/We5cxKTSz0iXl_fhC4VqyQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,10,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
114,Michael House,3FHMqJlQTjavpixim5MHc49PUtO2,https://www.moxfield.com/decks/GJnyf66vokOQ0MAd0MyfyQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,11,WBR,"Jeska, Thrice Reborn / Tymna the Weaver",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
115,Jacob Racette Herrin,bVZhphEyw8ZBm6AoHpoNlTmMNim2,https://www.moxfield.com/decks/g5A4YACYik6D-FJJiaXXNQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,12,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
116,steven h,TIXFkqwoEsQpNzQE9AnagQmCPUE2,https://www.moxfield.com/decks/ck_kH2c6pEmQps-vJ4uq2A,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,13,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
117,Tad Gibson,ZiHzDI4IhMOoKOoNd2W2iUvTOxY2,https://www.moxfield.com/decks/WYiD_WVkUUuS0eV-oOYmtQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,14,N/A,Unknown Commander,ka0s 6! Sponsored by The cEDH Nexus,1674272605,
118,Nedwardo,mOPcuzgdQ4R8YN5Yr0yBEIn7Wez1,https://www.moxfield.com/decks/an7FHVmgpk2pZpARNqaJQQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,15,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
119,Vincent Manuhuwa,CUDbAOOcl2WlTTgAp7o4WvtrqNW2,https://www.moxfield.com/decks/KrbMkrukbEG5Rq-nFXm2lw,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,16,WR,"Winota, Joiner of Forces",ka0s 6! Sponsored by The cEDH Nexus,1674272605,
120,Jorman Antigua ,,https://www.moxfield.com/decks/Kns0psdiq0eUhcwhAuHlWg,5,4,1.0,1.0,1.0,1.0,0,0,0,0.0,1,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
121,Jack Hollant,,https://www.moxfield.com/decks/uo5a0tSRakOtEzIRZuLNFQ,1,1,0.0,0.25,0.3333333333333333,0.0,0,3,2,1.0,2,WUBRG,"Najeela, the Blade-Blossom",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
122,Maxwell Molinari,,https://www.moxfield.com/decks/B0MnazBDrkSGlhDIZE2oYw,1,1,0.0,0.25,0.3333333333333333,0.0,0,3,2,1.0,3,WUB,"Tivit, Seller of Secrets",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
123,Corey Davis,,https://www.moxfield.com/decks/5oYIkj4bLEe2mUFxUjxzFA,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,4,UBR,"Kraum, Ludevic's Opus / Tevesh Szat, Doom of Fools",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
124,Josh LeBlanc,,https://www.moxfield.com/decks/Eoo3tWiO7kiYZboXiiXzrg,2,2,0.0,0.5,0.5,,0,2,2,0.0,5,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
125,chris hill,,https://www.moxfield.com/decks/xQwm8QMOik2x7jMRVjV4OQ,2,2,0.0,0.5,0.5,,0,2,2,0.0,6,R,"Godo, Bandit Warlord",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
126,Trent Cory,,https://www.moxfield.com/decks/4_8wod4y7ECmFZi-d_drpA,2,2,0.0,0.5,0.5,,0,2,2,0.0,7,WUBRG,"Sisay, Weatherlight Captain",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
127,Jose Tolentino,,https://www.moxfield.com/decks/rQQPyCAWpE26JD6i87raOg,2,2,0.0,0.5,0.5,,0,2,2,0.0,8,WUB,"Malcolm, Keen-Eyed Navigator / Tymna the Weaver",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
128,zach fitrakis,,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.moxfield.com%2Fdecks%2FrSD1_t4EaU-dYdFZyG011w%3Ffbclid%3DIwAR0ffD0yOMebQxbQzJqlz0JdMMgGf8nqBXG33fP0XaiQuwFHOW1nr0GinJQ&h=AT2EL58128Y9aX1BGw9wuNFrZCseelTz-Qb_QlwDj7HlNSKvfbUsDeVne5y_zyrPnn9bsClpsEI4KFaYBOKExG5wbcPt-mfST_BksdcgD2LBjK-zixMlAfjUvDFs1n5eXcGAzgOzJ0o7,2,2,0.0,0.5,0.5,,0,2,2,0.0,9,N/A,Unknown Commander,cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
129,Nick Sumrall,,https://www.moxfield.com/decks/h3Gc5SNv1Umpinr-4MgKFg,2,2,0.0,0.5,0.5,,0,2,2,0.0,10,URG,"Malcolm, Keen-Eyed Navigator / Tana, the Bloodsower",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
130,Jason  Qiu,,https://www.moxfield.com/decks/XEjg6VTiTEq_OnL91gaArw,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,11,WUBRG,"Najeela, the Blade-Blossom",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
131,Jacob W,,https://www.moxfield.com/decks/eVsOUI0W6kuyUevWc84FuQ,2,2,0.0,0.5,0.5,,0,2,2,0.0,12,WUBRG,"Kenrith, the Returned King",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
132,Malcolm  Beckford ,,https://www.moxfield.com/decks/M1X4WFOOukmM0Dt4epWgtw,2,2,0.0,0.5,0.5,,0,2,2,0.0,13,WUBRG,"Sisay, Weatherlight Captain",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
133,kevin zingale,,https://www.moxfield.com/decks/XBpnsHJpUEKw7uPaeYm6_A,2,2,0.0,0.5,0.5,,0,2,2,0.0,14,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
134,Matthew Maciejewski,,https://www.archidekt.com/decks/3294254#Magnus_Carlson_Midrange,1,1,0.0,0.25,0.25,,1,2,2,0.0,15,N/A,Unknown Commander,cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
135,Christian Gomme,,https://www.moxfield.com/decks/rHyoBqJjXUKREXt8sUqSyA,1,1,0.0,0.25,0.25,,1,2,2,0.0,16,WU,"Shorikai, Genesis Engine",cEDH Reserve List Series - Tundra 02/04/2023,1674455252,
136,Drew Danaceau,rBTkNN2PikWI8a8ZBcDbU02B0o92,https://www.moxfield.com/decks/_JCVmvbqRUOgEfNGYAgzsw,4,2,2.0,0.5714285714285714,0.4,1.0,2,1,1,0.0,1,R,"Godo, Bandit Warlord",Mox Masters January 23,1674918000,
137,Rich Lisonbee,htXOSVp79rNgI2N55t8pJxSDpU13,https://www.moxfield.com/decks/wYY8S6PE7kOt8z4mcO-jcA,4,3,1.0,0.5714285714285714,0.6,0.5,1,2,1,1.0,2,WBRG,"Tana, the Bloodsower / Tymna the Weaver",Mox Masters January 23,1674918000,
138,Richard Mann-Bedell,Mn8FdYtVohWmkch8TgneAQhBrHX2,https://www.moxfield.com/decks/A73D_MEx4kGEbeUWSfqRLw,4,3,1.0,0.5714285714285714,0.6,0.5,1,2,1,1.0,3,UR,"Krark, the Thumbless / Sakashima of a Thousand Faces",Mox Masters January 23,1674918000,
139,Eric mattner,HEVippVXIQMlTzEqVWUXToX4Nn62,https://www.moxfield.com/decks/_Ax8epD4Bku7W-Vr4EmKZA,3,2,1.0,0.42857142857142855,0.4,0.5,2,2,1,1.0,4,UBR,"Kraum, Ludevic's Opus / Tevesh Szat, Doom of Fools",Mox Masters January 23,1674918000,
140,Ben Larson,xAr2Oc7AUmacVrtWiXKeOnMBjZ43,https://www.moxfield.com/decks/lC_Wu8OIBEm5ss7eF-Fkcg,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,5,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters January 23,1674918000,
141,Nicholas Tatum,B1xZ4gUQ5rOtbKzGMwepr3agtpB2,https://www.moxfield.com/decks/04PHkgxxeEyha51upla6Tg,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,6,WRG,"Jetmir, Nexus of Revels",Mox Masters January 23,1674918000,
142,James Cody Halley,Mq7M7q63mmOMjtDuUT4iKHqQb6V2,https://www.moxfield.com/decks/YsEZZKHU50em6CkxPxlUFA,3,3,0.0,0.5,0.6,0.0,1,2,1,1.0,7,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",Mox Masters January 23,1674918000,
143,Michael,8NeXfpKn98NinsG9bcmRDQIx6U13,https://www.moxfield.com/decks/8qUNjiLOCEusDjGP08Wjig,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,8,WUBRG,"Sisay, Weatherlight Captain",Mox Masters January 23,1674918000,
144,Tyler Keating,voqWS3aCDLeMiKeKyVzCRB4upGC2,https://www.moxfield.com/decks/Uew49LyrkkKyQsoyfdFniA,3,3,0.0,0.5,0.6,0.0,0,3,2,1.0,9,WUB,"Tivit, Seller of Secrets",Mox Masters January 23,1674918000,
145,Andrew Woodford,YFYmdT2JcMM1uuZnbKxyTZMx3n13,https://www.moxfield.com/decks/IHwVhunXtECmrHZrI-Imnw,2,2,0.0,0.3333333333333333,0.4,0.0,3,1,0,1.0,10,WG,"Sythis, Harvest's Hand",Mox Masters January 23,1674918000,
146,Brian Barton,Zz15vBIPAvgw8vkIhMJQw8L6A4J2,https://www.moxfield.com/decks/tyblqw7NaEqGEUZY-z3Ouw,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,11,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Mox Masters January 23,1674918000,
147,Nick Genovese,4AxRqzNfSLNZsg1OTKEakPg7g532,https://www.moxfield.com/decks/LgOFf6yOgkqLBLo04KB-8w,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,12,UG,"Kinnan, Bonder Prodigy",Mox Masters January 23,1674918000,
148,Tanner Reeb,JpXDsnfnhbYOdbwJpeRyvjMS9Mk1,https://www.moxfield.com/decks/ShuPQljq9ka5lb4LYOypsg,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,13,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",Mox Masters January 23,1674918000,
149,daniel brown,aH1nEQSpxUfbU5Dtpa6GCw47Epf2,https://www.moxfield.com/decks/E_aK_LZiQEWjELEsJvPcAw,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,14,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Mox Masters January 23,1674918000,
150,Jacob Racette Herrin,bVZhphEyw8ZBm6AoHpoNlTmMNim2,https://www.moxfield.com/decks/H0mUL9LCqkqwTs1p7-3gSQ,2,2,0.0,0.3333333333333333,0.4,0.0,2,2,1,1.0,15,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Mox Masters January 23,1674918000,
151,Zain Nayer,lQ0t64n61Phw7jMora0qHtykiVO2,https://www.moxfield.com/decks/LyPL6Vj790KkVU52rni72A,2,2,0.0,0.3333333333333333,0.4,0.0,1,3,2,1.0,16,UBR,"Rograkh, Son of Rohgahh / Silas Renn, Seeker Adept",Mox Masters January 23,1674918000,
152,Eric mattner,HEVippVXIQMlTzEqVWUXToX4Nn62,https://www.moxfield.com/decks/EyYVpvKJ1k2qwNWcVoewoQ,4,2,2.0,0.6666666666666666,0.5,1.0,1,1,1,0.0,1,UBR,"Kraum, Ludevic's Opus / Tevesh Szat, Doom of Fools",ka0s Treasure Series,1674982520,
153,Nathan Munson,zHpmdKmOODRrozGjqabFlZMkOdD2,https://www.moxfield.com/decks/iEqyl-jh1UiHMUizcc8qHQ,2,1,1.0,0.4,0.3333333333333333,0.5,2,1,0,1.0,2,WU,"Shorikai, Genesis Engine",ka0s Treasure Series,1674982520,
154,Thomas Barrass,92ov5KyXghNomgfZ6hTeNVkqh6j2,https://www.moxfield.com/decks/8gpRL1kP0kah5sZONl6T0Q,3,2,1.0,0.5,0.5,0.5,0,3,2,1.0,3,UB,"Yuriko, the Tiger's Shadow",ka0s Treasure Series,1674982520,
155,Kakahpt,VAfGjhME5ffLigpCZAn4ogon6Zr2,https://www.moxfield.com/decks/xQzwcictQUO7YlOnULuIYQ,2,1,1.0,0.3333333333333333,0.25,0.5,3,1,0,1.0,4,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",ka0s Treasure Series,1674982520,
156,Rich Lisonbee,htXOSVp79rNgI2N55t8pJxSDpU13,https://www.moxfield.com/decks/f_Hvko5gPkGL_GVRlptxaw,3,3,0.0,0.6,0.75,0.0,0,2,1,1.0,5,WBRG,"Tana, the Bloodsower / Tymna the Weaver",ka0s Treasure Series,1674982520,
157,John Paul Brown,UcOad7QeeiN8c1NPO7tF1BARdTT2,https://www.moxfield.com/decks/dYNrkTPVxk2vuf1-bm39Jw,2,2,0.0,0.4,0.5,0.0,2,1,0,1.0,6,UBR,"Malcolm, Keen-Eyed Navigator / Vial Smasher the Fierce",ka0s Treasure Series,1674982520,
158,David Z Trykall,0AaIEYTp1UOqpd28HfPz0SgG4hR2,https://www.moxfield.com/decks/GbN7MF5ALkKQNt4_-MYD4A,2,2,0.0,0.4,0.5,0.0,2,1,0,1.0,7,WUBRG,"Najeela, the Blade-Blossom",ka0s Treasure Series,1674982520,
159,Seth Hernandez ,WMChcD6goHPdwB3RaNiTuNwBk5x1,https://www.moxfield.com/decks/IH7EIa1HH06FeUnsWc5H2Q,2,2,0.0,0.4,0.5,0.0,2,1,0,1.0,8,UG,"Kinnan, Bonder Prodigy",ka0s Treasure Series,1674982520,
160,Jonathan Anson,jpMgJybdFAVfX7bfuidwpoP47S13,https://www.moxfield.com/decks/Gsqkilczm0mGko84Nbkt5Q,1,1,0.0,0.25,0.3333333333333333,0.0,1,2,1,1.0,9,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",ka0s Treasure Series,1674982520,
161,Jacob Racette Herrin,bVZhphEyw8ZBm6AoHpoNlTmMNim2,https://www.moxfield.com/decks/fkE6bnKA4kSrL_rE4TiwTQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,10,WUBG,"Atraxa, Grand Unifier",ka0s Treasure Series,1674982520,
162,Ethan Callaway,StFwude0QZTTNRfmGDfhu6PEwB62,https://www.moxfield.com/decks/awkzI83UG0eiC19KNdWK-Q,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,11,WU,"Shorikai, Genesis Engine",ka0s Treasure Series,1674982520,
163,Dominic Fenton,2A215DF28AY4ISm086lipjcERPt1,https://www.moxfield.com/decks/5OkCGz44vUusYXL-YxnXGw,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,12,UBRG,"Ikra Shidiqi, the Usurper / Kraum, Ludevic's Opus",ka0s Treasure Series,1674982520,
164,Nillstan,3L5tgTOPWBgkZwi3fHZ6jV5onP13,https://www.moxfield.com/decks/WUoSwCbxyECYiVElIsftJg,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,13,WG,Saffi Eriksdotter,ka0s Treasure Series,1674982520,
165,Tuukka Leppänen,VOJ3NgDF1dT4eyFUWblKYvTsPgp1,https://www.moxfield.com/decks/Rq0sGxJIekis_R5EOs2yTw,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,14,WBG,"Tayam, Luminous Enigma",ka0s Treasure Series,1674982520,
166,Nickolas Prado,jjl5anxyJya1gtYE21kDwLlzN7g1,https://www.moxfield.com/decks/ZqFzJv4Caki14_fsdMMbTw,2,2,0.0,0.4,0.5,0.0,0,3,2,1.0,15,UR,"Krark, the Thumbless / Sakashima of a Thousand Faces",ka0s Treasure Series,1674982520,
167,Fedor Nevsenko,D8M9KXdAQ7T3erj3XY9gVnRXlCm2,https://www.moxfield.com/decks/pcgw7VoJtUiVFwk92ZpZnA,1,1,0.0,0.2,0.25,0.0,2,2,1,1.0,16,WBR,"Akiri, Line-Slinger / Tevesh Szat, Doom of Fools",ka0s Treasure Series,1674982520,
168,Diego Aguiar Armada,F7cvTUbUk9SpdKf7JkI9Okrx86m1,https://www.moxfield.com/decks/GsQvKs7LvkWlcSCkOped7A,4,3,1.0,0.8,0.75,1.0,0,1,1,0.0,1,BG,The Gitrog Monster,Aniversario Cedh Galicia,1675256680,
169,Iago Mira,b9qRGitfo3e8LPnNxkVrvTyq8sM2,https://www.moxfield.com/decks/n7kkFKmbrU6Io3-gokX-8g,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,2,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Aniversario Cedh Galicia,1675256680,
170,Telmo Fernández Corujo,jKiOla3SpdTBLHN697NKYsOCSOO2,https://www.moxfield.com/decks/Sh7X-TOZtE-oRQx8A-XA0w,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,3,BR,Anje Falkenrath,Aniversario Cedh Galicia,1675256680,
171,Artur Peniche,IgvjAP81BkN6Kg3sKjtSYc1ScvG2,https://www.moxfield.com/decks/xU3O-FSBmUa6dBKS7g6zbQ,2,2,0.0,0.4,0.5,0.0,1,2,1,1.0,4,WUBRG,"Najeela, the Blade-Blossom",Aniversario Cedh Galicia,1675256680,
172,Luis Puerta Muruais,ax48jEzaUHNkvRXISiu32L9CmWQ2,https://www.moxfield.com/decks/BJHFFlTlXUmpaQPbUT7m7Q,2,2,0.0,0.5,0.5,,0,2,2,0.0,5,WUBR,"Cecily, Haunted Mage / Sophina, Spearsage Deserter",Aniversario Cedh Galicia,1675256680,
173,Enrique O,YMtL3FKBdRWKjE5bt3JeZ6tKpVZ2,https://www.moxfield.com/decks/lwvKM3fx0U2BqLsPGka1JQ,2,2,0.0,0.5,0.5,,0,2,2,0.0,7,R,"Magda, Brazen Outlaw",Aniversario Cedh Galicia,1675256680,
174,José Pedro Bandeira Rodrigues,XnOCagJP7AhVlaLagleFoUgBFK83,https://www.moxfield.com/decks/NV14x9wsaU-u8EK5ou2Xcg,2,2,0.0,0.5,0.5,,0,2,2,0.0,8,N/A,Unknown Commander,Aniversario Cedh Galicia,1675256680,
175,David Carapan,PPpvEWDhiVgGDtejA3omZrb27ZJ2,https://www.moxfield.com/decks/djNBpnGOyEGo6XcTyUao0A,1,1,0.0,0.3333333333333333,0.3333333333333333,,0,2,2,0.0,9,WUBRG,"Sisay, Weatherlight Captain",Aniversario Cedh Galicia,1675256680,
176,Fábio Batista,MCiw459bw7Ua8PmndKgE0XLDTox1,https://www.moxfield.com/decks/5tMsEwDtm02zevirx5Z5SQ,2,2,0.0,0.5,0.5,,0,2,2,0.0,10,URG,"Krark, the Thumbless / Thrasios, Triton Hero",Aniversario Cedh Galicia,1675256680,
177,Simão Martins,btPGT6F3sPQADHeib3MCwgmUZm22,https://www.moxfield.com/decks/UxfR9FSAlUi9MHsYf8t3vA,0,0,0.0,0.0,0.0,,1,2,2,0.0,11,WURG,"Bruse Tarl, Boorish Herder / Thrasios, Triton Hero",Aniversario Cedh Galicia,1675256680,
178,Nuno Almeida,U41YYgDsm4Z7uZoHGL14ske9TBs2,https://www.moxfield.com/decks/4lFq2PUL70mBjNr9W0qmtQ,1,1,0.0,0.25,0.25,,1,2,2,0.0,12,WUBRG,The First Sliver,Aniversario Cedh Galicia,1675256680,
179,Diego Sobral Piñeiro,9aZZW4VeaAYhk1RI1neYE6IAWtT2,https://www.moxfield.com/decks/boMrPKdvr0Sz3owrU7K1og,1,1,0.0,0.25,0.25,,1,2,2,0.0,13,WUBG,"Thrasios, Triton Hero / Tymna the Weaver",Aniversario Cedh Galicia,1675256680,
180,Alberto Quintá,W6PKEMYsRhU9rnewPFXKxlpaqN73,https://www.moxfield.com/decks/EVzMveWndEuNYyoXdcd9AQ,1,1,0.0,0.25,0.25,,0,3,3,0.0,15,W,"Teshar, Ancestor's Apostle",Aniversario Cedh Galicia,1675256680,
181,Christian Martínez,2ZXqNHdoIxaNg02oMtrr6yBckh83,https://www.moxfield.com/decks/ZQWvjMUdlEO5HtfzI31HBQ,1,1,0.0,0.25,0.25,,0,3,3,0.0,16,UR,"Niv-Mizzet, Parun",Aniversario Cedh Galicia,1675256680,
182,Christopher Parten,uQas1m2jfIdaoi6oQDAvf00689D3,https://www.moxfield.com/decks/c_gv0nTqVEq_G0dV0VOMxg,4,2,2.0,0.6666666666666666,0.5,1.0,1,1,1,0.0,1,WUBR,"Kraum, Ludevic's Opus / Tymna the Weaver",The Fishbowl,1675294812,
